"","logFC","t","P.Value","adj.P.Val","B","Male_ART_mean","Female_ART_mean","Male_nonART_mean","Female_nonART_mean","bacon_pvalue"
"cg00145348",-0.158598130024051,-1.66819991037746,0.0978570380757691,0.593156295958345,-4.62942220181667,0.0870217625687783,0.517840597309045,0.14192082678511,0.512230102107546,0.168923563680199
"cg00147819",-0.0419767251665907,-0.382429765508381,0.70281226162567,0.940395811808725,-5.84834368415755,0.415555779048748,0.412188213275639,0.412207077429221,0.409752890017339,0.802884230609123
"cg00147987",0.0448237664035495,0.508438532060477,0.612069849085439,0.917944926447933,-5.79587093187735,0.628954067205392,0.69202244340673,0.604219281393532,0.696645581905195,0.595702541948313
"cg00148031",0.0697368626623111,0.556570158382598,0.578847131859276,0.908664533072224,-5.77192729606736,0.0862620480654477,0.196510431863935,0.0862286242876438,0.202787514841266,0.566818459974723
"cg00148587",-0.0851851194895138,-1.01155771513903,0.31376431711948,0.789616777033301,-5.43978296350922,0.66641774724801,0.60174810589147,0.620785598733626,0.588971944674965,0.423366009602699
"cg00149117",-0.573092859108489,-3.81661909263678,0.000214490631762712,0.0475063613783213,0.497762290223627,0.592601375396448,0.64317094141801,0.521710454964079,0.57217373998238,0.00112509867248002
"cg00149489",0.0507966272300668,0.506909629774618,0.6131390427612,0.918162233225785,-5.79659620609185,0.778718817263782,0.783908867870314,0.782234615166876,0.793507629441892,0.596630946869926
"cg00149654",-0.0617187185948244,-0.674442007824312,0.501314479665686,0.879505908343735,-5.70420945223542,0.623268073355526,0.730797260281919,0.604095671945756,0.726594077196066,0.613309329257987
"cg00150363",0.00365338040233804,0.0441515392149197,0.96485625371841,0.995600025685264,-5.91587219707422,0.301118421575415,0.593180814822166,0.315619479750835,0.595981912909902,0.901334095257525
"cg00151234",-0.415400311512125,-3.08199522078788,0.0025456042710096,0.15962484034219,-1.64623772010186,0.146913835594581,0.580142990621692,0.179157009896452,0.537834494371547,0.00895289269376225
"cg00151468",0.0983036901732034,1.32662177049949,0.187127465482409,0.700925217104635,-5.099012247312,0.760132449209829,0.792095243127312,0.744863460707201,0.797901203401975,0.212345822323865
"cg00154283",0.0710026092532355,0.918429351752141,0.360217863039239,0.81450884431219,-5.52325926705621,0.214510701732092,0.502148265031951,0.22509754936513,0.523148321235178,0.373652101997964
"cg00156802",0.0944309963612557,1.22914791210567,0.22139684235314,0.727987238208255,-5.21400476049091,0.894379034728623,0.901939282682073,0.890245537414433,0.909378476390636,0.245326845025541
"cg00157034",-0.127639620224288,-1.35098051288949,0.179217803763667,0.694579086125594,-5.06894696727059,0.849456033482961,0.839922486757288,0.841736759347762,0.838375288095737,0.272267500178914
"cg00158454",-0.0539443792116665,-0.806301311330766,0.421648054057404,0.84658411067301,-5.61322427971682,0.0764720492224366,0.405526818709487,0.149754983770212,0.408824317200154,0.534707986086496
"cg00164417",0.0264120111761365,0.330732472860259,0.741417516279745,0.949794830291338,-5.86558861444618,0.837788267670385,0.857261533299903,0.825609499112302,0.8572147545195,0.707691155213562
"cg00164589",-0.0700156428316112,-0.681808874346258,0.496660361136766,0.877737454674795,-5.69954976404173,0.0828488097656871,0.334244733273361,0.0923793629422936,0.327841184170795,0.608786061598775
"cg00168417",-0.170695962824271,-2.05050895332904,0.0424705863140878,0.475829870846873,-3.98365088186794,0.838033838089668,0.77631711043598,0.822393847356643,0.759462067574456,0.0871752403305376
"cg00168687",0.01570871815512,0.215525605082665,0.829719747010568,0.971305587175022,-5.89503777249286,0.720529436446906,0.594987707102768,0.726133454846143,0.598468873359244,0.78403651320543
"cg00173771",-0.111736505906009,-0.485577506838109,0.628143204366521,0.922285300211537,-5.80648879588557,0.814778049083824,0.843089012973098,0.726690801926341,0.855929837794002,0.733893364365349
"cg00177456",-0.239259836327667,-2.64775900890693,0.00917991565358377,0.286901599574664,-2.73182544188098,0.627048169570468,0.729624860267624,0.623819050181833,0.70279977606759,0.0255126080998954
"cg00179446",-0.046031283786238,-0.491068110883158,0.624266099453712,0.921608018046149,-5.80398304182564,0.175580040615715,0.55580875267691,0.192852376344191,0.562090819887534,0.730275062840459
"cg00179559",-0.0263291974140226,-0.365232779164014,0.715574098427145,0.943994499254742,-5.85435704479695,0.53157368916675,0.449453828456095,0.510352863924047,0.444685578393044,0.814553903446666
"cg00179598",-0.0622344026496493,-0.721174630595774,0.472190611724618,0.864478683653442,-5.67379956932116,0.875743353966105,0.712043434656056,0.8733311991295,0.714652073161211,0.584871506816478
"cg00180631",0.150423577694748,1.12479644364468,0.262897447273262,0.759177665890775,-5.32763469117629,0.347102427706317,0.424438909061563,0.306374741993454,0.445443228830704,0.284445644467059
"cg00180869",-0.133280466957264,-1.49122613458176,0.138499714043706,0.649458831874825,-4.8855751033347,0.476204758258344,0.463435959967367,0.461078532628805,0.458078932038909,0.222207073605747
"cg00185248",-0.0914379604028627,-0.747912487741758,0.455961373718162,0.857747517118002,-5.65549317176594,0.112994104435642,0.457499581533291,0.159300484303443,0.462459561910776,0.568881586582365
"cg00186252",-0.202362136898112,-1.76446585857782,0.0801722021362522,0.557202482764951,-4.47861770737718,0.460888535189967,0.48777174132769,0.450460238201569,0.465621545706728,0.144295886022261
"cg00187672",-0.020335340861368,-0.180312080535172,0.857208649069445,0.977880508880326,-5.90156262483725,0.693940000950912,0.437383776959166,0.657330365406116,0.438577103519893,0.942120422232702
"cg00188257",0.0192124791923042,0.243803022731122,0.807795491712159,0.964877891061891,-5.88895844320542,0.774692282201475,0.60428047336171,0.764846711625374,0.620497880522245,0.765071695052634
"cg00188409",0.0626750449603959,0.574715669625417,0.566548632593474,0.905287797110814,-5.76234188935755,0.12708643480238,0.188815535971335,0.138676598051771,0.205424431335314,0.556106217952456
