"","logFC","t","P.Value","adj.P.Val","B","Male_ART_mean","Female_ART_mean","Male_nonART_mean","Female_nonART_mean","bacon_pvalue"
"cg00042688",-0.219385037864726,-0.709338402815568,0.480229759571898,0.7924710953756,-5.22093851110984,0.676002133449138,0.717310728239244,0.61696112060458,0.737144620363788,0.552976542586405
"cg00042902",0.31044752126496,1.56076042444381,0.122629202995596,0.536161945866172,-4.44507271115974,0.217791476986132,0.623560448755588,0.249386247486313,0.637157173445535,0.214058469467903
"cg00042904",-0.117824116056252,-0.704811890457188,0.48302684998922,0.793711144259809,-5.22354576300867,0.817977520184716,0.83110764428807,0.799539062834343,0.84196030352422,0.55542850617143
"cg00045034",0.24401099678634,0.909840102745296,0.365710161125033,0.728989289624716,-5.0890375714842,0.0550362925563078,0.429008530124301,0.0792342104597776,0.420834138212544,0.473932608406054
"cg00046099",0.646938585174132,2.62117280679319,0.0105308711148941,0.428448188709726,-2.74622408634996,0.146697219930845,0.628493617805419,0.190370670972889,0.653742375127945,0.0357271263390236
"cg00050611",-0.117158520423246,-0.809644995376652,0.420607629555269,0.761064436736542,-5.1589539266486,0.865308264448895,0.853879135475527,0.858316048430048,0.85326614252951,0.500043108892941
"cg00051952",-0.254657174413732,-1.4761884201639,0.143919646269277,0.553882056925349,-4.54688462724169,0.730051882310211,0.739488292825071,0.721366109860976,0.744953503574936,0.224960207662983
"cg00055165",0.250022114948754,1.35836809243312,0.178263252017824,0.58610053953517,-4.6798538148102,0.220563259778481,0.76820749968733,0.254590162893697,0.748743485070524,0.280671654890316
"cg00057417",-0.0482939172568542,-0.262770559895028,0.793420334408714,0.932024093845216,-5.39833208766529,0.75620541450355,0.778967553212032,0.736505610061779,0.788136514872035,0.816402653024348
"cg00058055",-0.169313480996575,-1.14309602131437,0.256495555588533,0.647496160708957,-4.89565902631922,0.782009476078099,0.816828124820019,0.765748174693668,0.83900487512337,0.345129870118703
"cg00059162",0.119410835432065,0.924068780272168,0.358300777711644,0.724744807627837,-5.0784639285341,0.236275338164754,0.200737720820764,0.239775015110465,0.195925394431325,0.466857493268734
"cg00059277",-0.0203205286517319,-0.174596494529708,0.861849155616891,0.956248226152727,-5.41414761495259,0.865305730387642,0.794720569096593,0.856434910564071,0.79161141532158,0.872196200435313
"cg00060843",0.0287018482773195,0.162693382341066,0.871180667448586,0.958520887156525,-5.41579464503422,0.788649326141808,0.769912741889617,0.776203543868367,0.785557064425883,0.910909950036806
"cg00061679",-0.100189193115214,-0.88428168506896,0.379262173981606,0.735554638146448,-5.10762864102656,0.624291129902332,0.500810670565672,0.609578918421226,0.489054009176906,0.462473923069187
"cg00063477",-0.231166618138815,-1.13164980466815,0.261249315751943,0.651846412154685,-4.90613786371726,0.893454028499808,0.490371049604599,0.875435898075271,0.502197281821286,0.349880301430287
"cg00064180",-0.0811454342297787,-0.512181978681722,0.609971060686308,0.857160185534786,-5.31920567471923,0.188615939616314,0.208782679167932,0.177084761550785,0.185026695303489,0.664383670307005
"cg00066481",0.0945995427801165,0.682875071296739,0.496709287997641,0.801120545656084,-5.23594829178767,0.795355158146564,0.844675544599237,0.807967816343791,0.84940671675923,0.594343359916087
"cg00069001",-0.0139039488048251,-0.0793640724802675,0.936946332013137,0.982524744375133,-5.42407090322521,0.893435927117301,0.76261347856952,0.88770714321823,0.73804889326579,0.933170357033556
"cg00070205",0.320591681826018,1.7481184229842,0.084378840207352,0.498736988080881,-4.20091791701967,0.650377645684211,0.714053466902227,0.667000650014825,0.729936079031163,0.163318836308131
"cg00070542",-0.217510540101731,-1.15060307459535,0.253411217980468,0.645148795767117,-4.88873142336747,0.396533697671056,0.430813814823267,0.396580517240806,0.437263202550649,0.342036718467026
"cg00071863",0.0498425797690282,0.318309732852653,0.751100819780037,0.914726378236721,-5.38510397585886,0.506734179416798,0.379158391941201,0.517090701677191,0.419280326849205,0.812086611972636
"cg00072288",0.190734759108111,0.700168442446466,0.485905545659556,0.795586313719397,-5.22620328654297,0.10060065411206,0.445038189452752,0.120642830629208,0.443901426979493,0.584696595938512
"cg00072587",0.179523610411874,1.16352073720955,0.248165691938674,0.642222001601489,-4.87670895019034,0.307359610518006,0.372095222837662,0.294475152193749,0.387554128359574,0.356924013063706
"cg00072799",-0.0103088169947563,-0.0576039968716188,0.954211398844303,0.988348752792754,-5.42529403763064,0.698227771582929,0.742794880757799,0.70401219340052,0.749541941014411,0.947171047158083
"cg00072839",0.311934915992595,1.99213622044124,0.0498558682075727,0.458550476917127,-3.84550573045669,0.130681909610373,0.152830148713933,0.148855999717267,0.174583381553563,0.111535603171648
"cg00074638",0.032936104375467,0.508136188803143,0.612792082735716,0.858232496635785,-5.32089317444011,0.566029971048967,0.567646769247022,0.5755074412314,0.572235113836007,0.695616655914739
"cg00076099",-0.425282292974633,-2.05618563927291,0.0431099172647031,0.452629656820923,-3.74539733402936,0.732612494992071,0.712813565976378,0.697681521994936,0.736023729702846,0.0924763425011493
"cg00076400",0.574969565913824,2.07139955248968,0.0416282703981795,0.45135284282176,-3.72120947794808,0.165190284666603,0.552829018656027,0.210201410763547,0.572522303876291,0.097837785495037
"cg00078867",0.150223231048455,0.608431838074877,0.544669083586677,0.824816353175142,-5.27515108002768,0.129735699812451,0.53656604802311,0.145046740023927,0.538635761444477,0.636675828103508
"cg00079479",0.211086648828237,0.796259119017702,0.428298574092603,0.764688084573412,-5.16769041585889,0.0986326892174021,0.584652461911924,0.130189703945404,0.603683936113868,0.532467217035171
"cg00081572",-0.368721253110882,-2.66816781521125,0.0092729344118498,0.428448188709726,-2.65416718993925,0.775280053054727,0.740504401248155,0.734077077866108,0.757947401752429,0.0294525013642258
"cg00090581",-0.0651901767282535,-0.402872659000279,0.688144147261053,0.890616892732785,-5.36012475219138,0.760454234867752,0.747404277266849,0.728136450786717,0.755021509686524,0.72973928638352
"cg00091810",-0.28752907673018,-1.37194849443956,0.174013073907714,0.583223121855652,-4.66505819805235,0.857719191493264,0.712070409135942,0.848156412546354,0.715983834549395,0.2588359223435
"cg00093999",-0.0873639397912836,-0.408387181455763,0.684108558024878,0.888700812805942,-5.3582932593127,0.878454020591635,0.757424370059336,0.886153821408283,0.742375751749204,0.726389838985413
"cg00096071",-0.316645539106882,-2.13800464673754,0.035647872501945,0.451105917877296,-3.613487405374,0.911034162120638,0.859783343036707,0.898584611072597,0.86271608488638,0.080352786971386
"cg00097839",-0.312756299732255,-2.1329050276462,0.0360777934147246,0.45128514393845,-3.62183994396711,0.794898834108187,0.742668058682116,0.7762339139413,0.730677827645612,0.0810686649798321
"cg00098732",-0.0494560670979699,-0.298430507903161,0.766168273668925,0.920548297433426,-5.39012853328492,0.85731312003006,0.690571100985116,0.861925323418935,0.682820599837335,0.794083371080398
"cg00099616",0.601047795584605,2.36319636737573,0.0206092602422096,0.443539041944421,-3.22766041250828,0.106323897688092,0.508268911383945,0.137649652012368,0.522378715430707,0.0585711647180089
"cg00101578",-0.0957714047343633,-0.536931232951872,0.592843626601298,0.847816499705506,-5.30859385475878,0.780001779701642,0.748649378143953,0.763892021920956,0.744702827758623,0.649912933981664
"cg00102779",0.0228349926863934,0.142419222704666,0.887116166803374,0.964810993851537,-5.41833254491214,0.530136308763918,0.665348250368415,0.501336589774691,0.66574359743321,0.923921264960627
"cg00108056",0.32659543760448,1.6851007125443,0.0959668227979408,0.513389508926467,-4.28587083592955,0.0785630194296561,0.366224202531133,0.0925732131534336,0.371410407478923,0.179260764568353
"cg00108737",-0.0573163360133441,-0.455481501227486,0.650028466527563,0.875480171608221,-5.34164363847046,0.694273612249982,0.723674891905035,0.705407650158849,0.734658280281135,0.698004048155565
"cg00111239",0.5567131639411,2.36444668414869,0.020544591564563,0.443539041944421,-3.22542693486539,0.0767470791075478,0.398384849586129,0.112203865000026,0.411024841542829,0.058436422801572
"cg00112229",-0.14684289509167,-0.807815582086385,0.421653829124924,0.761374210995234,-5.16015634362837,0.831737169462317,0.663837230793978,0.814849686051027,0.663444547605109,0.500983867048113
"cg00112256",0.794950287793024,1.9174992398827,0.0588360729566965,0.469930202844075,-3.95862043390789,0.106176015946599,0.55375819446237,0.134611614214749,0.55968801969132,0.125776515752323
"cg00113442",-0.186958459747591,-1.2543859360836,0.213448210108422,0.615824010866936,-4.78851337995625,0.736785241478341,0.695748991848805,0.732523065483344,0.707186971362385,0.30110062489313
"cg00113623",0.22768815191171,0.758665260868228,0.450339539899602,0.777057179342127,-5.1914620856985,0.110726313449571,0.594267082405677,0.181872787597122,0.590817420164084,0.552617310284004
"cg00114625",0.4006439603221,0.784013455742931,0.435406932759674,0.768777606087993,-5.17555759754528,0.0738119842606912,0.588308851550383,0.10609497217137,0.605139269152914,0.538989777345434
"cg00114913",0.397092145749751,1.68416841285923,0.0961475516272578,0.513493332187263,-4.28710624104002,0.0844654817060435,0.517620339680673,0.104705819371418,0.525162177263112,0.179505003988029
"cg00116265",0.0309138324269242,0.156621033637851,0.875948256065028,0.960460135295436,-5.41659013121514,0.210595493368998,0.51755651713055,0.212913411723078,0.495166351537407,0.914804646816754
"cg00116709",0.751913050903901,2.31258622312023,0.0233834687578052,0.444345201865493,-3.31723113529414,0.156702995755579,0.741803580305281,0.208137768800404,0.751543565128823,0.0642456933390046
"cg00116765",-0.127437288513758,-0.967532096238615,0.336268949448103,0.710339950324465,-5.0451765595402,0.82001104563619,0.834841779260216,0.798103403016061,0.826964271045513,0.422493717094625
"cg00117066",-0.255103471627655,-1.83155086431184,0.0708367731427032,0.486445028639737,-4.08409098198246,0.832093058048615,0.718172721353907,0.820758906449346,0.695699150402411,0.133402370733432
"cg00117663",-0.0776906905599815,-0.416624954775378,0.678097184435618,0.886712997580788,-5.35551117514647,0.845821394487559,0.852232534507055,0.831510986864639,0.875405776257153,0.721396071620612
"cg00118309",-0.00665852911916893,-0.0397852511324819,0.968366005349417,0.991690707947851,-5.4260062314655,0.671176293119461,0.516612616496943,0.666118236138495,0.504572054133502,0.958648197109629
"cg00120118",-0.202012327597708,-1.32498161940404,0.189046209682752,0.595229667046666,-4.71563596550776,0.717375594369139,0.712704088699707,0.698625698294855,0.723931734930374,0.275200066941026
"cg00120172",-0.337670211643548,-2.45887765404754,0.0161525380066174,0.434969743003972,-3.05389623563282,0.859164493289208,0.873856134177794,0.842415398682924,0.886690115505588,0.0446297893573491
"cg00121626",-0.0489056177681498,-0.192543029469297,0.847817359840229,0.951189626248095,-5.41144481228265,0.307349801036473,0.451555884794726,0.313912987506542,0.439935668663072,0.860779071381508
"cg00121904",0.324762055660912,1.61042386833993,0.111345633714805,0.525584596661972,-4.38283464124455,0.101181992474087,0.233195178127637,0.104575995177747,0.264963784948683,0.199616553842916
"cg00123001",-0.150690147062716,-0.807531409023342,0.421816480673601,0.761417367963813,-5.16034288258382,0.916567318579806,0.912366229092658,0.895953183316278,0.905024113057726,0.501130084419353
"cg00124101",-0.00976896928613285,-0.0898057588152884,0.928671805175883,0.979790438111437,-5.42334601292787,0.651613136650493,0.688288775560564,0.644442243410471,0.665965810285588,0.926459117643434
"cg00124708",-0.124667097242199,-0.869148895740003,0.387432657438647,0.740354909946386,-5.11839239383987,0.679641820633575,0.72464917002067,0.673582390574325,0.733159094112905,0.469961515578316
"cg00126657",-0.16040044361719,-0.925120736891151,0.357756833077046,0.724741752832037,-5.07767584981381,0.807553090970754,0.702785293347076,0.790289431651595,0.715854832764725,0.442602981864809
"cg00126698",-0.388733339434505,-1.86245835720263,0.0663044835097564,0.482229100686111,-4.03956561054192,0.747721411935565,0.686918016926286,0.700868185125268,0.684243543569806,0.127056345561962
"cg00127620",-0.174837422284923,-1.16793578185587,0.246390737282789,0.640965185399406,-4.87257033950836,0.870988959108235,0.785064011837183,0.859068016417893,0.775597322775518,0.334963049499352
"cg00128197",0.227220610507076,1.38794926047436,0.169104926272309,0.577812453594645,-4.64744745527054,0.0799516679084884,0.302177250620824,0.0903043617529667,0.335231190216883,0.270142906870291
"cg00129074",0.241798753974776,0.929943240879547,0.355270003783821,0.722359642635094,-5.07405186720492,0.822168144746255,0.739356503730877,0.821464819718121,0.727900836550672,0.463953635573077
"cg00130498",0.00888174713524032,0.0589292645329044,0.953159182901192,0.988333864761006,-5.42523065689005,0.643404781409572,0.604371029647851,0.635577941098232,0.607755754492413,0.977679176823484
"cg00130820",0.113046198013069,0.545639549821683,0.586871015372695,0.844577232359206,-5.30474191869128,0.0643985871954104,0.278399134831523,0.0786516688458071,0.295462872268128,0.673336997906174
"cg00133938",-0.153078175973733,-0.802617736857438,0.42463483457642,0.762596109855325,-5.16355817601914,0.817869073831418,0.777599638334304,0.786242251803898,0.788880192601508,0.503661918570166
"cg00135489",-0.213721266737665,-1.36088466015999,0.177469767760669,0.585424819235869,-4.67712255041285,0.914802720465288,0.901727064451737,0.902191541107527,0.897920363482171,0.262628693800878
"cg00136034",0.0151637797518071,0.115952097098889,0.907988552704903,0.972155622545365,-5.42113840287561,0.322860981823447,0.254746830050519,0.305139012091495,0.242401566090177,0.940937176903972
"cg00136787",-0.379991009238126,-1.91012037218496,0.0597940324691705,0.472148850944413,-3.9695944186191,0.898880770104661,0.893214003423866,0.893616363575606,0.903239019621632,0.117733796908134
"cg00138463",-0.101177118803557,-0.686415069340859,0.494487160495528,0.799975230715936,-5.23397301527682,0.901334992931411,0.892975151833233,0.890864306395835,0.897619860306004,0.565448163673295
"cg00139317",0.639811835220187,1.83827649292355,0.0698290723747605,0.484630552864012,-4.0744591285654,0.0581472824950665,0.518870146105271,0.0998304738249632,0.531807693720974,0.142401859084254
"cg00140189",0.00343278977889579,0.0146096392327347,0.988380918309345,0.997734520581059,-5.42656826016161,0.884383167160207,0.672741385784445,0.87386197498091,0.680313770545479,0.993727223358449
"cg00140764",-0.0215662718228567,-0.234776338186876,0.814997637109675,0.940053985869275,-5.40404315935348,0.874794807800264,0.843782752601697,0.872523836227783,0.841378169286099,0.834029951547972
"cg00140927",-0.192132410786672,-1.33261130622011,0.186539794089829,0.593343719418802,-4.70753309629137,0.629551994385925,0.635069921603078,0.616237025326916,0.624037550286979,0.272494762470736
"cg00141550",-0.146119700531337,-1.33499827001002,0.185760818583865,0.592760360085771,-4.70498904878436,0.715836134959394,0.7097153626592,0.701465553081787,0.71721072279057,0.271652152006801
"cg00141845",0.0295817456036873,0.180248832979642,0.857424761876151,0.955252074776819,-5.41332483251434,0.507913641335598,0.537378352772861,0.515179809864123,0.537404311552751,0.899662556631595
"cg00142060",0.00305066462811813,0.0220859093769847,0.982435835826172,0.996705683333003,-5.42645566432114,0.647764493123734,0.687952357331265,0.646251806417126,0.690353495676771,0.998551111240157
"cg00142069",-0.0537133588628348,-0.410891595349456,0.682278823285682,0.88823868828788,-5.35745330902489,0.862300416030838,0.810415472180247,0.859314073383199,0.808041702490358,0.724870412444565
"cg00142683",0.323907787274194,1.21604295225139,0.227636404009494,0.628719958977212,-4.82650260957385,0.0553275199418327,0.410883023924548,0.075106791777657,0.4252596340752,0.335188360917076
"cg00144201",-0.0920853865811655,-0.487607835700138,0.627195546122419,0.865436373997801,-5.32925089278071,0.701564486097764,0.712185488956488,0.667480028633329,0.740275604939822,0.678876895667076
"cg00145348",0.168783935477651,0.445250787390135,0.65737194213949,0.879018879164176,-5.34541402390105,0.0870217625687783,0.517840597309045,0.14192082678511,0.512230102107546,0.73356284343875
"cg00147819",0.165411649540746,0.732939484694645,0.465792614620402,0.783923139011716,-5.20707825051419,0.415555779048748,0.412188213275639,0.412207077429221,0.409752890017339,0.566618459829061
"cg00147987",-0.190447250776448,-1.21367669707445,0.228533934423302,0.628943041464046,-4.82881013874439,0.628954067205392,0.69202244340673,0.604219281393532,0.696645581905195,0.316751789651265
"cg00148031",0.0747826198918359,0.394210936099447,0.694501168719978,0.893063201186865,-5.36295147432998,0.0862620480654477,0.196510431863935,0.0862286242876438,0.202787514841266,0.764852312672723
"cg00148587",-0.181213134665205,-1.23816224813997,0.219370093540462,0.620181625701272,-4.80472470655433,0.66641774724801,0.60174810589147,0.620785598733626,0.588971944674965,0.30727518431294
"cg00149117",-0.765145588016314,-2.52705178580377,0.0135256391909128,0.434969743003972,-2.92661147515904,0.592601375396448,0.64317094141801,0.521710454964079,0.57217373998238,0.0390880947658792
"cg00149489",-0.129763912256959,-1.14665064028338,0.25503181283006,0.646401472317294,-4.89238420828967,0.778718817263782,0.783908867870314,0.782234615166876,0.793507629441892,0.343663033914737
"cg00149654",-0.0829386274803546,-0.379585698628613,0.705284613488347,0.897819577927348,-5.367585569754,0.623268073355526,0.730797260281919,0.604095671945756,0.726594077196066,0.743939725663089
"cg00150363",0.308622972377304,1.69372019203127,0.0943090075257408,0.51087124572548,-4.27441937780483,0.301118421575415,0.593180814822166,0.315619479750835,0.595981912909902,0.177014366792681
"cg00151234",-0.114301387973732,-0.365937164984199,0.71540270273933,0.901422080376926,-5.37175285510732,0.146913835594581,0.580142990621692,0.179157009896452,0.537834494371547,0.752303646444844
"cg00151468",-0.284213214308098,-2.29033525964733,0.024704366335493,0.444345201865493,-3.35609231952833,0.760132449209829,0.792095243127312,0.744863460707201,0.797901203401975,0.0612301487213917
"cg00154283",0.362326229379402,1.7955463554621,0.076440121575785,0.496494758324989,-4.13511133641111,0.214510701732092,0.502148265031951,0.22509754936513,0.523148321235178,0.152043666620922
"cg00156802",-0.161685563036177,-1.27605757466299,0.205722362697771,0.609098327450468,-4.76654471320819,0.894379034728623,0.901939282682073,0.890245537414433,0.909378476390636,0.292982423424481
"cg00157034",0.181242185285635,0.902587415811732,0.36952413859379,0.731928430883884,-5.09436565095167,0.849456033482961,0.839922486757288,0.841736759347762,0.838375288095737,0.477561511057863
"cg00158454",0.69430070208281,2.14635969774717,0.0349531293511676,0.451105917877296,-3.59976550081273,0.0764720492224366,0.405526818709487,0.149754983770212,0.408824317200154,0.0861535198227701
"cg00164417",-0.262137788157714,-1.6657619349939,0.0997728895357828,0.517504339059584,-4.31136858431851,0.837788267670385,0.857261533299903,0.825609499112302,0.8572147545195,0.171704154798735
"cg00164589",0.168696986288955,0.814149634381592,0.418038161563472,0.759027143804271,-5.15598180294704,0.0828488097656871,0.334244733273361,0.0923793629422936,0.327841184170795,0.523010336253152
"cg00168417",-0.0268112100013537,-0.175265555827003,0.861325211357171,0.956124083666489,-5.41405158949734,0.838033838089668,0.77631711043598,0.822393847356643,0.759462067574456,0.871770067206112
"cg00168687",-0.0633413199512863,-0.31658525734166,0.752404154936292,0.915158601246996,-5.38555263660098,0.720529436446906,0.594987707102768,0.726133454846143,0.598468873359244,0.78278366465511
"cg00173771",-0.436412192466957,-0.802070643169452,0.424949325792064,0.762802306321642,-5.16391497996238,0.814778049083824,0.843089012973098,0.726690801926341,0.855929837794002,0.503944232985492
"cg00177456",0.012563417196933,0.0923089499900384,0.926689281358932,0.978803709247215,-5.42315894022953,0.627048169570468,0.729624860267624,0.623819050181833,0.70279977606759,0.956160602043753
"cg00179446",0.29998435102845,1.405158207064,0.163945077574842,0.573885205877005,-4.62829225044449,0.175580040615715,0.55580875267691,0.192852376344191,0.562090819887534,0.264143967134154
"cg00179559",-0.0907827030183634,-0.575497127634418,0.56661193089765,0.834148828094702,-5.29106903646406,0.53157368916675,0.449453828456095,0.510352863924047,0.444685578393044,0.627626194342704
"cg00179598",-0.282546899524561,-1.63699524354548,0.105660599600939,0.523048000914505,-4.34879655432286,0.875743353966105,0.712043434656056,0.8733311991295,0.714652073161211,0.179114859284037
"cg00180631",0.0296496301721602,0.111958930434502,0.911143625234528,0.973304760395911,-5.42151184476807,0.347102427706317,0.424438909061563,0.306374741993454,0.445443228830704,0.943506948626641
"cg00180869",0.0101556699120405,0.114909505150868,0.908812182655502,0.972487098791343,-5.42123716811357,0.476204758258344,0.463435959967367,0.461078532628805,0.458078932038909,0.941608070719802
"cg00185248",0.717637830944621,2.88013739357861,0.00512986907121986,0.42311053642837,-2.22296456445284,0.112994104435642,0.457499581533291,0.159300484303443,0.462459561910776,0.0209192021881326
"cg00186252",-0.0536975862235772,-0.314567438633469,0.753930108702186,0.915846307781735,-5.38607453211067,0.460888535189967,0.48777174132769,0.450460238201569,0.465621545706728,0.784037362692806
"cg00187672",-0.372131697213157,-1.55216513563291,0.124671491093416,0.537904452778738,-4.45566087777607,0.693940000950912,0.437383776959166,0.657330365406116,0.438577103519893,0.202350030041612
"cg00188257",-0.262326065803924,-1.84477786325119,0.0688664008491518,0.483592432724974,-4.06511821918801,0.774692282201475,0.60428047336171,0.764846711625374,0.620497880522245,0.130657165967443
"cg00188409",0.43832238191635,2.07824194946941,0.040976362387647,0.45128514393845,-3.71028021425778,0.12708643480238,0.188815535971335,0.138676598051771,0.205424431335314,0.0967212890495747
"cg00188971",0.149675830331567,1.14951231774403,0.253857722990101,0.645234930917488,-4.88974069160107,0.841696748722803,0.851832149402783,0.846724663592993,0.844992768002419,0.362867973092164
